text,category_name,label
Clash between gravity drain line slope and underground electrical duct bank -MWR,Coordination,5
DOCUMENTATION HOLD: PENDING VENDOR CERTIFIED DRAWING ATTACHMENT -JDM,Documentation,6
Non-standard abbreviation used: replace 'VLV' with standard abbreviation per project code -BEK,Standards,4
Missing radius dimension on elbow bend curvature callout By: BreKol,Dimension,2
General note 7 missing requirement for non-destructive examination NDT of critical welds,Notes,11
MISSING ENGINEER OF RECORD PROFESSIONAL SEAL AND SIGNATURE IN TITLE BLOCK -BEK,Documentation,6
INCORRECT PART NUMBER IN BOM ITEM 21: CATALOG NUMBER DOES NOT MATCH MANUFACTURER SPEC,BOM,12
"CL EL 102'-6"" CALLOUT MISSING FOR PIPE CENTERLINE ON ELEVATION VIEW -JDM",Dimension,2
UPDATE NOTES: ADD NOTE REGARDING POST-WELD HEAT TREATMENT PWHT REQUIREMENT -RJY,Notes,11
Coordinate electrical power feed routing with underground drainage piping -BEK,Coordination,5
Valve operation feasibility: hand lever hits structural column when opening valve By: BreKol,Feasibility,9
BILL OF MATERIALS QUANTITY ERROR: 16 BOLTS REQUIRED PER FLANGE PAIR BUT BOM LISTS 8,BOM,12
General note 7 missing requirement for non-destructive examination NDT of critical welds -UCC,Notes,11
Delta symbol callout 3 missing on sheet 2 revision history table,Revision,7
INCORRECT MANUFACTURER NAME LISTED IN BILL OF MATERIALS FOR MOTOR STARTER UNIT,BOM,12
"Fabrication issue: minimum bend radius on 1/2"" structural plate will cause cracking By: BreKol",Feasibility,9
UPDATE BILL OF MATERIALS BOM TO REFLECT LATEST REVISION OF PIPING COMPONENT SCHEDULE -JDM,BOM,12
Erection clearance: overhead crane hook cannot reach pump for maintenance removal -MWR,Feasibility,9
Discrepancy in pipe diameter callout: 6 inch indicated on plan but 8 inch on elevation -JCM,Dimension,2
"CL EL 88'-4 1/2"" callout missing for pipe centerline on elevation view",Dimension,2
GENERAL NOTES PAGE SAYS SCAN SURVEY DATE 06/19/25: PLEASE CLARIFY SURVEY REFERENCE NOTE,Notes,11
Structural truss member buckling calculation does not verify unbraced length,Calculation,8
INCORRECT MEMBER SIZE FOR GIRDER G-1: UPGRADE C10X20 TO HSS 8X8X1/2 FOR SPAN LOAD -RJY,Technical,0
Pipe span deflection calculation exceeds L/240 criteria under hydrostatic test load By: BreKol,Calculation,8
EQUIPMENT TRANSPORT FEASIBILITY: SKID WIDTH EXCEEDS MAXIMUM ROADWAY SHIPPING CLEARANCE -JJD,Feasibility,9
BOM ITEM TABLE MISSING UNIT WEIGHT AND TOTAL WEIGHT COLUMN ENTRIES,BOM,12
Interference between crane hook travel envelope and lighting fixture layout -JJD,Coordination,5
Clash with equipment access: motor removal path blocked by adjacent process line,Coordination,5
Part number wrong on TK-401 bracket mounting assembly: shows BKT-4081-A instead of BRG-904 -UCC,Technical,0
Incorrect tolerance specified on hole pattern for C-100 baseplate -BEK,Technical,0
SPARE PARTS LIST IN BILL OF MATERIALS DOES NOT INCLUDE REPLACEMENT GASKET SETS,BOM,12
MISSING VERTICAL CLEARANCE DIMENSION BELOW OVERHEAD MONORAIL BEAM,Dimension,2
Wind load overturning moment calculation inconsistent with anchor bolt sizing -MWR,Calculation,8
NOTE CALLOUT ON SHEET 1 CONTRADICTS NOTE 6 ON COMPANION DRAWING S-70086-01-101 -JJD,Notes,11
INCORRECT FLANGE RATING LISTED IN BILL OF MATERIALS TABLE FOR ITEM 12,BOM,12
Leader line crossing dimension string: reroute leader to detail bubble -JDM,Drafting,1
"Incorrect dimension: overall length shows 3450 mm but sum of segment callouts is 8'-4 1/2"" -JDM",Dimension,2
TYPO IN NOTE 7: 'FEEDEER' CORRECTED TO 'FEEDER',Cosmetic,3
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping,Feasibility,9
LEADER LINE CROSSING DIMENSION STRING: REROUTE LEADER TO DETAIL BUBBLE,Drafting,1
ERECTION FEASIBILITY ISSUE: COLUMN SPLICE LOCATION INACCESSIBLE FOR MOBILE CRANE HOOK,Feasibility,9
FLANGE FACING STANDARD DESIGNATION RF VS FF NON-COMPLIANT WITH ASME B16.5 -MWR,Standards,4
Missing vertical clearance dimension below overhead monorail beam,Dimension,2
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-E12 -UCC,Coordination,5
PIPING AND STRUCTURAL CLASH: PIPE FLANGE HITS BOTTOM FLANGE OF W12 BEAM BY: VSM,Coordination,5
Update notes: add note regarding post-weld heat treatment PWHT requirement,Notes,11
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping -UCC,Feasibility,9
Update bill of materials BOM to reflect latest revision of piping component schedule,BOM,12
EMERGENCY EXIT SIGNAGE SYMBOL NOT PER ISO 7010 SAFETY SIGN STANDARD -RJY,Standards,4
Revision history block missing date and initial for Revision C,Revision,7
Title block incomplete: project number and drawing revision letter missing -RJY,Documentation,6
Inter-discipline clash: pipe support bracket interferes with instrument junction box JB-A01 -MWR,Coordination,5
LINE OVERLAP OBSERVED BETWEEN DIMENSION EXTENSION LINE AND CENTERLINE ON GRID A-1 BY: VSM,Drafting,1
CL EL EL +108.250' callout missing for pipe centerline on elevation view,Dimension,2
Maintenance feasibility: filter basket cannot be removed without disconnecting piping By: VSM,Feasibility,9
Verify missing setback dimension from property boundary line,Dimension,2
Document distribution stamp incomplete: missing transmittal number -MWR,Documentation,6
Erection feasibility: provide temporary lifting lugs for modular frame transport -BEK,Feasibility,9
COORDINATE INSTRUMENT AIR SUPPLY LINE ROUTING WITH CONTROL VALVE MANIFOLD,Coordination,5
Line overlap observed between dimension extension line and centerline on grid E-4,Drafting,1
PROJECT WORK ORDER NUMBER MISSING IN DOCUMENT CONTROL BLOCK -JCM,Documentation,6
Structural truss member buckling calculation does not verify unbraced length By: BreKol,Calculation,8
MISSING RADIAL CLEARANCE DIMENSION AROUND VALVE HANDWHEEL -MWR,Dimension,2
Typo in general note: 'valvue' should read 'valve' -MWR,Cosmetic,3
ENGINEER AND CHECKER APPROVAL SIGNATURES AND DATES MISSING IN SIGN-OFF BLOCK -BEK,Documentation,6
TRANSFORMER SIZING CALCULATION DOES NOT ACCOUNT FOR CONTINUOUS MOTOR STARTING KVA,Calculation,8
Check equipment nozzle load connection details on P-204A/B inlet flange -UCC,Technical,0
DRAWING RELEASE STATUS STILL MARKED 'DRAFT': UPDATE TO 'APPROVED FOR CONSTRUCTION' -JDM,Documentation,6
DELTA SYMBOL CALLOUT 3 MISSING ON SHEET 2 REVISION HISTORY TABLE,Revision,7
MISSING DIMENSION FROM COLUMN GRID G-7 TO PUMP CENTERLINE,Dimension,2
MISSING RADIAL CLEARANCE DIMENSION AROUND VALVE HANDWHEEL -JJD,Dimension,2
Drafting error: dimension line cuts through equipment outline,Drafting,1
Rigging and lifting lug placement causes center of gravity tilt during erection,Feasibility,9
Document distribution stamp incomplete: missing transmittal number -MWR,Documentation,6
Previous revision cloud Rev A must be removed before issuing Rev B,Revision,7
BOM item table row 9 missing ASTM material specification number -JCM,BOM,12
COORDINATE WITH PIPING DEPARTMENT: VERIFY NOZZLE ORIENTATION MATCHES P&ID M-009 -UCC,Coordination,5
Erection feasibility: provide temporary lifting lugs for modular frame transport,Feasibility,9
Discrepancy between BOM item count and callout bubble count on assembly view -JJD,BOM,12
Revision description vague: replace 'Revisions' with detailed change description -UCC,Revision,7
Revision history block missing date and initial for Revision C -JJD,Revision,7
Safety shower symbol orientation violates ANSI Z358.1 specification By: BreKol,Standards,4
REVISION DESCRIPTION VAGUE: REPLACE 'REVISIONS' WITH DETAILED CHANGE DESCRIPTION -JDM,Revision,7
Revision cloud overlaps drawing title block: reposition cloud boundary,Revision,7
Drawing status stamp missing: stamp 'ISSUED FOR CONSTRUCTION' before release,Documentation,6
Coordinate with civil lead: concrete pad size insufficient for new pump skid footprint,Coordination,5
WRONG WELD CALLOUT: REPLACE FILLET WELD WITH FULL PENETRATION CJP GROOVE WELD ON MOMENT CONNECTION -JJD,Technical,0
MISSING ITEM TAG NUMBER IN BOM SCHEDULE COLUMN FOR TEMPERATURE TRANSMITTER,BOM,12
ASME code stamp requirement symbol missing from pressure vessel nameplate callout,Standards,4
Font height inconsistent between sheet title and drawing subtitle,Cosmetic,3
WIND LOAD OVERTURNING MOMENT CALCULATION INCONSISTENT WITH ANCHOR BOLT SIZING,Calculation,8
Missing hidden line for underground conduit duct bank on plan view -UCC,Drafting,1
Erection clearance: overhead crane hook cannot reach pump for maintenance removal By: BreKol,Feasibility,9
Standard compliance: instrumentation tag format does not follow ISA-5.1 naming rule,Standards,4
Typo in general note: 'valvue' should read 'valve',Cosmetic,3
VERIFY STRUCTURAL CONNECTION CAPACITY: SHEAR TAB BOLT COUNT INSUFFICIENT -UCC,Technical,0
FIELD ASSEMBLY FEASIBILITY: PROVIDE BOLTED SPLICE INSTEAD OF FIELD FULL-PENETRATION WELD,Feasibility,9
Transformer sizing calculation does not account for continuous motor starting kVA,Calculation,8
BOM description missing valve actuator model and air supply pressure rating By: BreKol,BOM,12
TEXT CALLOUT ROTATED AT ODD ANGLE: ALIGN HORIZONTALLY FOR READABILITY -UCC,Cosmetic,3
Fabrication feasibility: tight pipe spool geometry cannot be hot-dip galvanized without pooling -JJD,Feasibility,9
BOM ITEM TABLE MISSING UNIT WEIGHT AND TOTAL WEIGHT COLUMN ENTRIES -JJD,BOM,12
Revision table not updated: add Rev B description 'Incorporated client comments',Revision,7
TEXT JUSTIFICATION MISALIGNED IN EQUIPMENT TABLE COLUMN,Cosmetic,3
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50,Material,10
Misaligned column text in revision history table,Cosmetic,3
Detail bubble Section 4 missing sheet cross-reference on elevation view -MWR,Drafting,1
Material grade mismatch: structural plates show ASTM A36 instead of high-strength A992 -JJD,Material,10
TEXT CALLOUT ROTATED AT ODD ANGLE: ALIGN HORIZONTALLY FOR READABILITY -MWR,Cosmetic,3
General notes page says scan survey date 06/19/25: please clarify survey reference note,Notes,11
Delta symbol callout 3 missing on sheet 2 revision history table -RJY,Revision,7
MULTIPLE REVISIONS MIXED ON SHEET: CLEAR REV 1 CLOUDS AND KEEP ONLY REV 2 CHANGES -MWR,Revision,7
Material grade mismatch: structural plates show ASTM A36 instead of high-strength A992,Material,10
Calculation error: thermal expansion stress exceeds allowable code stress on line 08-PL-104-CS By: VSM,Calculation,8
Note discrepancy: note states galvanize all steel but detail indicates painted finish By: VSM,Notes,11
Hydraulic gradient calculation discrepancy on gravity sewer line slope -UCC,Calculation,8
MTO DISCREPANCY: STRUCTURAL FRAMING SCHEDULE OMITTED W10X49 BEAM MATERIAL TAKE-OFF -JJD,BOM,12
Drafting view mismatch: isometric view shows valve that is omitted on plan view By: BreKol,Drafting,1
MISSING BREAK LINE SYMBOL ON TRUNCATED PIPE SPOOL RUN -BEK,Drafting,1
Missing match line callout on sheet 1 for continuation on sheet 1 -BEK,Drafting,1
NOTE 5 WORDING UNCLEAR: REVISE TO STATE CLEARLY 'ALL DIMENSIONS ARE IN MILLIMETERS UNLESS NOTED',Notes,11
Structural beam size W14x90 inconsistent with design calculation sheet CALC-ST-101 -RJY,Calculation,8
Verify structural connection capacity: shear tab bolt count insufficient -JDM,Technical,0
MISSING STIFFENER PLATE CONNECTION AT HIGH STRESS BEAM JUNCTION,Technical,0
Note 5 wording unclear: revise to state clearly 'All dimensions are in millimeters unless noted' -RJY,Notes,11
CLASH DETECTED IN 3D MODEL BETWEEN FIRE PROTECTION SPRINKLER HEADER AND STRUCTURAL BRACE -MWR,Coordination,5
Standard electrical grounding symbol missing at transformer neutral connection,Standards,4
BOM table column for material grade is blank for items 3 through 8,BOM,12
INCORRECT FLANGE RATING LISTED IN BILL OF MATERIALS TABLE FOR ITEM 12,BOM,12
CLASH DETECTED IN 3D MODEL BETWEEN FIRE PROTECTION SPRINKLER HEADER AND STRUCTURAL BRACE,Coordination,5
WRONG GASKET MATERIAL: GRAPHITE FILLED SPIRAL WOUND REQUIRED FOR STEAM SERVICE,Material,10
Hazardous area classification boundary symbol missing per NFPA 497 standard,Standards,4
System clash: cable ladder obstructs access to emergency shower station By: VSM,Coordination,5
Missing moment connection plate weld size callout on detail Section 4 -RJY,Technical,0
COORDINATE WITH CIVIL LEAD: CONCRETE PAD SIZE INSUFFICIENT FOR NEW PUMP SKID FOOTPRINT,Coordination,5
Missing match line callout on sheet 1 for continuation on sheet 5 By: BreKol,Drafting,1
TYPO ERROR: 'TEMPARATURE' SPELLED INCORRECTLY IN INSTRUMENT SCHEDULE,Cosmetic,3
TEXT OVERLAPPING DIMENSION LEADER ARROW: ADJUST TEXT BOX POSITION -JJD,Cosmetic,3
General note regarding field touch-up paint missing from structural drawing -JJD,Notes,11
ECN NO MISSING ON REVISED GUSSET PLATE DETAIL -JJD,Technical,0
Font size too small on valve tag callouts: increase to standard 2.5mm,Cosmetic,3
Inconsistent capitalization in equipment callouts: use all uppercase -BEK,Cosmetic,3
Leader line crossing dimension string: reroute leader to detail bubble,Drafting,1
BOM table column for material grade is blank for items 3 through 8,BOM,12
Erection clearance: overhead crane hook cannot reach pump for maintenance removal -MWR,Feasibility,9
Spelling error: 'pressur' missing 'e' in pipe line description,Cosmetic,3
MISSING RADIAL CLEARANCE DIMENSION AROUND VALVE HANDWHEEL -RJY,Dimension,2
ASME code stamp requirement symbol missing from pressure vessel nameplate callout,Standards,4
Erection sequence conflict: beam cannot be installed after vessel is set on foundation -RJY,Feasibility,9
Bill of materials quantity error: 16 bolts required per flange pair but BOM lists 8,BOM,12
Add mandatory safety note: 'Do not energize equipment prior to interlock validation' -BEK,Notes,11
Drafting view mismatch: isometric view shows valve that is omitted on plan view,Drafting,1
Missing match line callout on sheet 5 for continuation on sheet 4,Drafting,1
Non-standard abbreviation used: replace 'VLV' with standard abbreviation per project code,Standards,4
PIPE SCHEDULE STANDARD CALLOUT NON-COMPLIANT WITH ASME B36.10M,Standards,4
REVISION ISSUE STATUS CHANGED FROM IFD TO IFC BUT REVISION TABLE NOT UPDATED -JCM,Revision,7
FONT HEIGHT INCONSISTENT BETWEEN SHEET TITLE AND DRAWING SUBTITLE,Cosmetic,3
DRAFTING VIEW MISMATCH: ISOMETRIC VIEW SHOWS VALVE THAT IS OMITTED ON PLAN VIEW -RJY,Drafting,1
Machining symbol missing on flange mating face surface finish requirement -JCM,Technical,0
Wrong gasket material: graphite filled spiral wound required for steam service,Material,10
Overlapping text and leader lines obscuring nozzle callout on C-100,Drafting,1
"FABRICATION ISSUE: MINIMUM BEND RADIUS ON 1/2"" STRUCTURAL PLATE WILL CAUSE CRACKING -UCC",Feasibility,9
DOCUMENTATION HOLD: PENDING VENDOR CERTIFIED DRAWING ATTACHMENT,Documentation,6
Multiple revisions mixed on sheet: clear Rev 1 clouds and keep only Rev 2 changes By: BreKol,Revision,7
Incorrect material: 304SS specified where 316L required for chloride stress corrosion By: BreKol,Material,10
ACCESSIBILITY ISSUE: TRANSMITTER DISPLAY NOT READABLE FROM OPERATING FLOOR BY: VSM,Feasibility,9
REVISION TABLE NOT UPDATED: ADD REV B DESCRIPTION 'INCORPORATED CLIENT COMMENTS' -BEK,Revision,7
MATERIAL GRADE MISMATCH: STRUCTURAL PLATES SHOW ASTM A36 INSTEAD OF HIGH-STRENGTH A992,Material,10
Codal compliance issue: aisle clearance width below NFPA minimum 36 inches By: BreKol,Standards,4
NOTE CALLOUT ON SHEET 1 CONTRADICTS NOTE 6 ON COMPANION DRAWING M-70086-01-004,Notes,11
Engineer and checker approval signatures and dates missing in sign-off block -BEK,Documentation,6
Check weld symbol pitch and staggered spacing on stiffener plate By: VSM,Technical,0
Multiple revisions mixed on sheet: clear Rev 1 clouds and keep only Rev 2 changes -JDM,Revision,7
COSMETIC CLEANUP: REMOVE STRAY CAD DOTS AND UNREFERENCED TEXT FRAGMENTS,Cosmetic,3
Tubing material callout incorrect: specify seamless 316SS instrument tubing,Material,10
Standard electrical grounding symbol missing at transformer neutral connection By: VSM,Standards,4
Incorrect material specified: line requires SS316L instead of carbon steel for corrosive service -UCC,Material,10
MACHINING SYMBOL MISSING ON FLANGE MATING FACE SURFACE FINISH REQUIREMENT -JJD,Technical,0
Inconsistent capitalization in equipment callouts: use all uppercase -JDM,Cosmetic,3
Reinforcing bar rebar grade must be ASTM A615 Grade 60 per structural spec -JCM,Material,10
Coordinate instrument air supply line routing with control valve manifold By: BreKol,Coordination,5
"Provide missing coordinate dimensions X, Y, Z for pipe support shoe SUP-12",Dimension,2
Font size too small on valve tag callouts: increase to standard 2.5mm -RJY,Cosmetic,3
Revision symbol delta-2 missing near relocated drain valve,Revision,7
Spelling mistake in coating spec note: 'galvanise' should be 'galvanized',Cosmetic,3
STRUCTURAL STEEL MEMBER DESIGNATION FORMAT VIOLATES AISC STANDARD NAMING -JJD,Standards,4
Typo in note 7: 'feedeer' corrected to 'feeder' -BEK,Cosmetic,3
Material grade mismatch: structural plates show ASTM A36 instead of high-strength A992 -JCM,Material,10
INCORRECT MANUFACTURER NAME LISTED IN BILL OF MATERIALS FOR MOTOR STARTER UNIT BY: VSM,BOM,12
Text justification misaligned in equipment table column -JJD,Cosmetic,3
General note 2 references obsolete specification document 01-SPEC-1998: update to Rev 2026 -BEK,Notes,11
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping,Feasibility,9
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm -BEK,Calculation,8
Sheet number indicates sheet 2 of 4 but total drawing set has 5 sheets By: VSM,Documentation,6
Material specification required for cable tray: hot-dip galvanized steel vs aluminum -BEK,Material,10
DIMENSION CALLOUT FROM SURVEY MONUMENT DATUM IS MISSING ON PLOT PLAN -MWR,Dimension,2
Text callout rotated at odd angle: align horizontally for readability,Cosmetic,3
Wrong view orientation: detail shows left elevation instead of right elevation,Drafting,1
FLANGE MATERIAL MUST MATCH PIPE MATERIAL SPECIFICATION ASTM A105 FOR CS LINES BY: VSM,Material,10
Pump head calculation mismatch between data sheet and process flow diagram -UCC,Calculation,8
Missing revision cloud on bill of materials row 4 modified quantity,Revision,7
PROJECT CODE AND CAD DRAWING FILE NAME MISSING FROM TITLE BLOCK MARGIN -JDM,Documentation,6
Field weld accessibility: joint located inside enclosed box beam cannot be inspected,Feasibility,9
CHECK PIPE SPOOL CUT LENGTH DIMENSION: ACCOUNT FOR GASKET THICKNESS,Dimension,2
Leader line crossing dimension string: reroute leader to detail bubble,Drafting,1
Constructability issue: anchor bolt template cannot be installed due to rebar congestion -JCM,Feasibility,9
Relief valve sizing calculation sheet indicates orifice area 0.50 sq in but drawing shows 0.38,Calculation,8
Piping and structural clash: pipe flange hits bottom flange of W12 beam -UCC,Coordination,5
Update note 8: specify paint and protective coating system per client specification -UCC,Notes,11
Structural truss member buckling calculation does not verify unbraced length -JCM,Calculation,8
Incorrect distance between anchor bolt centers on foundation template -MWR,Dimension,2
Spelling mistake in coating spec note: 'galvanise' should be 'galvanized' By: BreKol,Cosmetic,3
Non-standard abbreviation used: replace 'VLV' with standard abbreviation per project code,Standards,4
LINE OVERLAP OBSERVED BETWEEN DIMENSION EXTENSION LINE AND CENTERLINE ON GRID F-6 BY: BREKOL,Drafting,1
Foundation pile load capacity inconsistent with geotechnical soil report calculation -JJD,Calculation,8
WRONG VALVE BODY MATERIAL: SPECIFY 316L STAINLESS STEEL FOR ACID INJECTION LINE BY: VSM,Material,10
FLANGE BOLTING ACCESSIBILITY: CLEARANCE BETWEEN FLANGE AND VESSEL WALL TOO TIGHT FOR TORQUE WRENCH,Feasibility,9
Check weld symbol pitch and staggered spacing on stiffener plate -JJD,Technical,0
Design calculation inconsistency: vessel wall thickness calculation requires 12mm not 10mm,Calculation,8
Isometric drawing view orientation misaligned with plan coordinates -BEK,Drafting,1
Text overlapping dimension leader arrow: adjust text box position,Cosmetic,3
COORDINATE INSTRUMENT AIR SUPPLY LINE ROUTING WITH CONTROL VALVE MANIFOLD -JCM,Coordination,5
FONT THICKNESS TOO HEAVY MAKING SMALL NUMERICAL TAGS ILLEGIBLE,Cosmetic,3
Grout material callout must specify non-shrink cementitious grout per project standard,Material,10
BOM description incorrect: item 7 description says gate valve but graphic shows globe valve,BOM,12
Revision history block missing date and initial for Revision C,Revision,7
Calculation error: thermal expansion stress exceeds allowable code stress on line 174005-S12-04-P08 -UCC,Calculation,8
INCOMPLETE DOCUMENTATION: MISSING REFERENCE STANDARD SPECIFICATION DOCUMENT NUMBER BY: VSM,Documentation,6
Welding symbol not compliant with AWS A2.4 standard notation,Standards,4
Missing revision cloud on bill of materials row 4 modified quantity -BEK,Revision,7
Revision note missing: reference ECN-4081 in revision description column -BEK,Revision,7
Font thickness too heavy making small numerical tags illegible -MWR,Cosmetic,3
TYPO ERROR: 'TEMPARATURE' SPELLED INCORRECTLY IN INSTRUMENT SCHEDULE,Cosmetic,3
BOM item table missing unit weight and total weight column entries,BOM,12
Discrepancy between BOM item count and callout bubble count on assembly view,BOM,12
PIPE SCHEDULE STANDARD CALLOUT NON-COMPLIANT WITH ASME B36.10M,Standards,4
REVISION TABLE ROW ENTRY MISSING REVIEWER INITIALS AND APPROVAL DATE,Revision,7
Coordinate with mechanical: equipment nozzle loads exceed allowable piping interface limits,Coordination,5
Flow rate calculation discrepancy between PFD heat & material balance and line schedule By: BreKol,Calculation,8
Update BOM item descriptions to match standard SAP catalog naming conventions,BOM,12
ADD MANDATORY SAFETY NOTE: 'DO NOT ENERGIZE EQUIPMENT PRIOR TO INTERLOCK VALIDATION',Notes,11
PROJECT WORK ORDER NUMBER MISSING IN DOCUMENT CONTROL BLOCK,Documentation,6
Missing break line symbol on truncated pipe spool run,Drafting,1
LINE WEIGHT FOR PIPING HEADER TOO THIN: DISTINGUISH FROM BACKGROUND GRID LINES,Drafting,1
Clash between gravity drain line slope and underground electrical duct bank -UCC,Coordination,5
Revision cloud overlaps drawing title block: reposition cloud boundary,Revision,7
Pump maintenance feasibility: motor cannot be removed without dismantling overhead piping -BEK,Feasibility,9
Text overlapping dimension leader arrow: adjust text box position -MWR,Cosmetic,3
Add environmental note regarding secondary containment dike drainage valve operation,Notes,11
LINE OVERLAP OBSERVED BETWEEN DIMENSION EXTENSION LINE AND CENTERLINE ON GRID F-6,Drafting,1
FONT STYLE INCONSISTENT: USE STANDARD ROMANS FONT THROUGHOUT SHEET,Cosmetic,3
ENGINEER AND CHECKER APPROVAL SIGNATURES AND DATES MISSING IN SIGN-OFF BLOCK,Documentation,6
INCORRECT MATERIAL: 304SS SPECIFIED WHERE 316L REQUIRED FOR CHLORIDE STRESS CORROSION,Material,10
"INCORRECT ELEVATION CALLOUT: TOC SHOWS 345'-11 3/4"" BUT SECTION SHOWS 345'-11 3/4"" -JJD",Dimension,2
GENERAL NOTE REGARDING FIELD TOUCH-UP PAINT MISSING FROM STRUCTURAL DRAWING -RJY,Notes,11
SYSTEM CLASH: CABLE LADDER OBSTRUCTS ACCESS TO EMERGENCY SHOWER STATION -JCM,Coordination,5
REVISION ISSUE STATUS CHANGED FROM IFD TO IFC BUT REVISION TABLE NOT UPDATED -JCM,Revision,7
GENERAL NOTES PAGE SAYS SCAN SURVEY DATE 06/19/25: PLEASE CLARIFY SURVEY REFERENCE NOTE -MWR,Notes,11
Wrong weld callout: replace fillet weld with full penetration CJP groove weld on moment connection,Technical,0
SAFETY SHOWER SYMBOL ORIENTATION VIOLATES ANSI Z358.1 SPECIFICATION,Standards,4
Engineer and checker approval signatures and dates missing in sign-off block,Documentation,6
Structural truss member buckling calculation does not verify unbraced length,Calculation,8
Centerline missing on symmetric equipment foundation pad detail -JJD,Drafting,1
Material callout for baseplate shows mild steel: revise to ASTM A572 Gr 50 -UCC,Material,10
TITLE BLOCK INCOMPLETE: PROJECT NUMBER AND DRAWING REVISION LETTER MISSING,Documentation,6
CHECK WELD SYMBOL PITCH AND STAGGERED SPACING ON STIFFENER PLATE -RJY,Technical,0
Clash with piping: 6 inch CS line conflicts with electrical cable tray at grid D-2,Coordination,5
Client logo and project title missing from cover sheet title block -UCC,Documentation,6
HAZARDOUS AREA CLASSIFICATION BOUNDARY SYMBOL MISSING PER NFPA 497 STANDARD -MWR,Standards,4
DISCREPANCY IN PIPE DIAMETER CALLOUT: 6 INCH INDICATED ON PLAN BUT 8 INCH ON ELEVATION,Dimension,2
MATERIAL SPECIFICATION REQUIRED FOR CABLE TRAY: HOT-DIP GALVANIZED STEEL VS ALUMINUM -JCM,Material,10
P&ID symbology does not conform to company drafting standard STD-001 -JDM,Standards,4
Typo error in title block: 'ENGINEERINGG' misspelled with double G,Cosmetic,3
Missing client drawing reference number in master title block,Documentation,6
CHECK WELD SYMBOL PITCH AND STAGGERED SPACING ON STIFFENER PLATE,Technical,0
Text justification misaligned in equipment table column,Cosmetic,3
Wrong weld callout: replace fillet weld with full penetration CJP groove weld on moment connection,Technical,0
REVISION HISTORY BLOCK MISSING DATE AND INITIAL FOR REVISION C,Revision,7
Font style inconsistent: use standard Romans font throughout sheet By: BreKol,Cosmetic,3
System clash: cable ladder obstructs access to emergency shower station,Coordination,5
ERECTION FEASIBILITY: PROVIDE TEMPORARY LIFTING LUGS FOR MODULAR FRAME TRANSPORT -JJD,Feasibility,9
Engineer and checker approval signatures and dates missing in sign-off block,Documentation,6
INCORRECT O-RING ELASTOMER MATERIAL: SPECIFY VITON FOR HYDROCARBON SERVICE -JCM,Material,10
Structural beam material callout missing ASTM specification standard on drawing,Material,10
General note 7 missing requirement for non-destructive examination NDT of critical welds,Notes,11
BOM table column for material grade is blank for items 3 through 8 -JCM,BOM,12
Revision note missing: reference ECN-4081 in revision description column,Revision,7
Note discrepancy: note states galvanize all steel but detail indicates painted finish,Notes,11
MTO DISCREPANCY: STRUCTURAL FRAMING SCHEDULE OMITTED W10X49 BEAM MATERIAL TAKE-OFF,BOM,12
INTERFERENCE BETWEEN CRANE HOOK TRAVEL ENVELOPE AND LIGHTING FIXTURE LAYOUT -UCC,Coordination,5
Safety relief valve symbol does not comply with API 526 standard representation,Standards,4
Coordinate instrument air supply line routing with control valve manifold By: BreKol,Coordination,5
"PROVIDE MISSING COORDINATE DIMENSIONS X, Y, Z FOR PIPE SUPPORT SHOE PS-101 -JJD",Dimension,2
Incorrect pipe schedule 40 specified for design pressure 50 PSI -JDM,Technical,0
MISSING SHEET REFERENCE CALLOUT: 'SEE COMPANION SHEET S-70086-01-101 FOR CONTINUATION',Documentation,6
Relief valve sizing calculation sheet indicates orifice area 0.50 sq in but drawing shows 0.38,Calculation,8
TITLE BLOCK CAD LAYER LOCKED WITH OUTDATED CONTRACTOR COMPANY NAME,Documentation,6
Title block scale box shows 'NTS' but drawing is plotted to scale 1:50,Documentation,6
"Incorrect drawing scale: indicated scale 1/2"" = 1'-0"" does not match graphic bar scale",Drafting,1
Design calculation inconsistency: heat loss calculation requires 50mm insulation not 25mm -BEK,Calculation,8
FIELD WELD ACCESSIBILITY: JOINT LOCATED INSIDE ENCLOSED BOX BEAM CANNOT BE INSPECTED,Feasibility,9
Drawing release status still marked 'DRAFT': update to 'APPROVED FOR CONSTRUCTION' -UCC,Documentation,6
Clash detected in 3D model between fire protection sprinkler header and structural brace,Coordination,5
General note 7 missing requirement for non-destructive examination NDT of critical welds,Notes,11
CHECK EQUIPMENT NOZZLE LOAD CONNECTION DETAILS ON TK-401 INLET FLANGE BY: BREKOL,Technical,0
Drawing status stamp missing: stamp 'ISSUED FOR CONSTRUCTION' before release By: VSM,Documentation,6
Emergency exit signage symbol not per ISO 7010 safety sign standard -MWR,Standards,4
Update piping notes to include minimum slope requirement on condensate headers -UCC,Notes,11
Typo in general note: 'valvue' should read 'valve',Cosmetic,3
Title block scale box shows 'NTS' but drawing is plotted to scale 1:50 By: VSM,Documentation,6
Erection sequence conflict: beam cannot be installed after vessel is set on foundation -JCM,Feasibility,9
